seqnames	start	end	width	strand	gene	distTSS	peak.id
chr9	71696171	71696571	401	*	Cgnl1	75231	peak.9457
chr9	71845102	71845502	401	*	Cgnl1	-73700	peak.9458
chr9	71845102	71845502	401	*	Tcf12	266545	peak.9458
chr9	72038113	72038513	401	*	Cgnl1	-266711	peak.9459
chr9	72038113	72038513	401	*	Tcf12	73534	peak.9459
chr9	72218860	72219260	401	*	Tcf12	-107213	peak.9460
chr9	72218860	72219260	401	*	Zfp280d	-55819	peak.9460
chr9	72409801	72410201	401	*	Mns1	-28534	peak.9461
chr9	72409801	72410201	401	*	Zfp280d	135122	peak.9461
chr9	72426768	72427168	401	*	Mns1	-11567	peak.9462
chr9	72426768	72427168	401	*	Zfp280d	152089	peak.9462
chr9	72427855	72428255	401	*	Mns1	-10480	peak.9463
chr9	72427855	72428255	401	*	Zfp280d	153176	peak.9463
chr9	72438230	72438630	401	*	Mns1	-105	peak.9464
chr9	72661506	72661906	401	*	Nedd4	-640	peak.9465
chr9	72796147	72796547	401	*	Prtg	-10527	peak.9466
chr9	72796147	72796547	401	*	Nedd4	134001	peak.9466
chr9	72806137	72806537	401	*	Prtg	-537	peak.9467
chr9	73008314	73008714	401	*	Ccpg1	22909	peak.9468
chr9	73008314	73008714	401	*	Pigb	31185	peak.9468
chr9	73048931	73049331	401	*	Khdc3	-53267	peak.9469
chr9	73048931	73049331	401	*	Rab27a	4277	peak.9469
chr9	73106590	73106990	401	*	Rsl24d1	-6658	peak.9470
chr9	73106590	73106990	401	*	Khdc3	4392	peak.9470
chr9	73129814	73130214	401	*	Rsl24d1	16566	peak.9471
chr9	73129814	73130214	401	*	Unc13c	838952	peak.9471
chr9	73223875	73224275	401	*	Rsl24d1	110627	peak.9472
chr9	73223875	73224275	401	*	Unc13c	744891	peak.9472
chr9	74258347	74258747	401	*	Onecut1	-603374	peak.9473
chr9	74258347	74258747	401	*	Wdr72	148191	peak.9473
chr9	74444797	74445197	401	*	Onecut1	-416924	peak.9474
chr9	74444797	74445197	401	*	Wdr72	334641	peak.9474
chr9	74811449	74811849	401	*	Onecut1	-50272	peak.9475
chr9	74811449	74811849	401	*	Wdr72	701293	peak.9475
chr9	74904820	74905220	401	*	Fam214a	-71091	peak.9476
chr9	74904820	74905220	401	*	Onecut1	43099	peak.9476
chr9	74974972	74975372	401	*	Fam214a	-939	peak.9477
chr9	75033183	75033583	401	*	Arpp19	-4231	peak.9478
chr9	75242439	75242839	401	*	Gnb5	-63649	peak.9479
chr9	75242439	75242839	401	*	Myo5c	10619	peak.9479
chr9	75287854	75288254	401	*	Gnb5	-18234	peak.9480
chr9	75287854	75288254	401	*	Myo5c	56034	peak.9480
chr9	75306086	75306486	401	*	Gnb5	-2	peak.9481
chr9	75308589	75308989	401	*	Bcl2l10	-38969	peak.9482
chr9	75308589	75308989	401	*	Gnb5	2501	peak.9482
chr9	75319204	75319604	401	*	Bcl2l10	-28354	peak.9483
chr9	75319204	75319604	401	*	Gnb5	13116	peak.9483
chr9	75393515	75393915	401	*	Mapk6	15644	peak.9484
chr9	75393515	75393915	401	*	Bcl2l10	45957	peak.9484
chr9	75410879	75411279	401	*	Mapk6	-1720	peak.9485
chr9	75430575	75430975	401	*	Mapk6	-21416	peak.9486
chr9	75430575	75430975	401	*	Leo1	-10761	peak.9486
chr9	75435933	75436333	401	*	Mapk6	-26774	peak.9487
chr9	75435933	75436333	401	*	Leo1	-5403	peak.9487
chr9	75485838	75486238	401	*	Leo1	44502	peak.9488
chr9	75485838	75486238	401	*	Tmod3	73619	peak.9488
chr9	75531883	75532283	401	*	Tmod3	27574	peak.9489
chr9	75531883	75532283	401	*	Leo1	90547	peak.9489
chr9	75551213	75551613	401	*	Tmod3	8244	peak.9490
chr9	75551213	75551613	401	*	Leo1	109877	peak.9490
chr9	75663324	75663724	401	*	Scg3	20532	peak.9491
chr9	75663324	75663724	401	*	Lysmd2	37783	peak.9491
chr9	77535377	77535777	401	*	Mlip	-187707	peak.9492
chr9	77535377	77535777	401	*	Lrrc1	9293	peak.9492
chr9	77574985	77575385	401	*	Klhl31	-61315	peak.9493
chr9	77574985	77575385	401	*	Lrrc1	-30315	peak.9493
chr9	77593609	77594009	401	*	Lrrc1	-48939	peak.9494
chr9	77593609	77594009	401	*	Klhl31	-42691	peak.9494
chr9	77596398	77596798	401	*	Lrrc1	-51728	peak.9495
chr9	77596398	77596798	401	*	Klhl31	-39902	peak.9495
chr9	77818846	77819246	401	*	Elovl5	-98318	peak.9496
chr9	77818846	77819246	401	*	Gclc	64511	peak.9496
chr9	78109706	78110106	401	*	Ick	-3409	peak.9497
chr9	78109706	78110106	401	*	Fbxo9	-841	peak.9497
chr9	78126054	78126454	401	*	Gsta4	-65693	peak.9498
chr9	78126054	78126454	401	*	Ick	12939	peak.9498
chr9	78481744	78482144	401	*	Eef1a1	-220	peak.9499
chr9	79943351	79943751	401	*	Tmem30a	-150121	peak.9500
chr9	79943351	79943751	401	*	Filip1	34253	peak.9500
chr9	80465288	80465688	401	*	Impg1	-7	peak.9501
chr9	80600633	80601033	401	*	Impg1	-135352	peak.9502
chr9	82980130	82980530	401	*	Phip	-4814	peak.9503
chr9	83393045	83393445	401	*	Hmgn3	-246560	peak.9504
chr9	83393045	83393445	401	*	Lca5	47782	peak.9504
chr9	83427925	83428325	401	*	Hmgn3	-281440	peak.9505
chr9	83427925	83428325	401	*	Lca5	12902	peak.9505
chr9	83429817	83430217	401	*	Hmgn3	-283332	peak.9506
chr9	83429817	83430217	401	*	Lca5	11010	peak.9506
chr9	83434513	83434913	401	*	Hmgn3	-288028	peak.9507
chr9	83434513	83434913	401	*	Lca5	6314	peak.9507
chr9	83447701	83448101	401	*	Sh3bgrl2	-100427	peak.9508
chr9	83447701	83448101	401	*	Lca5	-6874	peak.9508
chr9	83499918	83500318	401	*	Lca5	-59091	peak.9509
chr9	83499918	83500318	401	*	Sh3bgrl2	-48210	peak.9509
chr9	83576623	83577023	401	*	Sh3bgrl2	28495	peak.9510
chr9	83576623	83577023	401	*	Elovl4	229429	peak.9510
chr9	83587151	83587551	401	*	Sh3bgrl2	39023	peak.9511
chr9	83587151	83587551	401	*	Elovl4	218901	peak.9511
chr9	83610915	83611315	401	*	Sh3bgrl2	62787	peak.9512
chr9	83610915	83611315	401	*	Elovl4	195137	peak.9512
chr9	83613840	83614240	401	*	Sh3bgrl2	65712	peak.9513
chr9	83613840	83614240	401	*	Elovl4	192212	peak.9513
chr9	83620649	83621049	401	*	Sh3bgrl2	72521	peak.9514
chr9	83620649	83621049	401	*	Elovl4	185403	peak.9514
chr9	83623568	83623968	401	*	Sh3bgrl2	75440	peak.9515
chr9	83623568	83623968	401	*	Elovl4	182484	peak.9515
chr9	83648292	83648692	401	*	Sh3bgrl2	100164	peak.9516
chr9	83648292	83648692	401	*	Elovl4	157760	peak.9516
chr9	83761318	83761718	401	*	Elovl4	44734	peak.9517
chr9	83761318	83761718	401	*	Sh3bgrl2	213190	peak.9517
chr9	83785522	83785922	401	*	Elovl4	20530	peak.9518
chr9	83785522	83785922	401	*	Sh3bgrl2	237394	peak.9518
chr9	83830737	83831137	401	*	Ttk	-3781	peak.9519
chr9	83910931	83911331	401	*	Bckdhb	-14014	peak.9520
chr9	83910931	83911331	401	*	Ttk	76413	peak.9520
chr9	85589544	85589944	401	*	Fam46a	-262620	peak.9521
chr9	85589544	85589944	401	*	Ibtk	159590	peak.9521
chr9	85801257	85801657	401	*	Ibtk	-52123	peak.9522
chr9	85801257	85801657	401	*	Tpbg	-40923	peak.9522
chr9	85998630	85999030	401	*	Tpbg	156450	peak.9523
chr9	85998630	85999030	401	*	Ube2cbp	466120	peak.9523
chr9	86030728	86031128	401	*	Tpbg	188548	peak.9524
chr9	86030728	86031128	401	*	Ube2cbp	434022	peak.9524
chr9	86106397	86106797	401	*	Tpbg	264217	peak.9525
chr9	86106397	86106797	401	*	Ube2cbp	358353	peak.9525
chr9	86323153	86323553	401	*	Ube2cbp	141597	peak.9526
chr9	86323153	86323553	401	*	Tpbg	480973	peak.9526
chr9	86668646	86669046	401	*	Me1	27107	peak.9527
chr9	86668646	86669046	401	*	Rwdd2a	96830	peak.9527
chr9	86701193	86701593	401	*	Prss35	-42256	peak.9528
chr9	86701193	86701593	401	*	Me1	-5440	peak.9528
chr9	86829091	86829491	401	*	Snap91	51148	peak.9529
chr9	86829091	86829491	401	*	Prss35	85642	peak.9529
chr9	87214714	87215114	401	*	Cep162	40622	peak.9530
chr9	87214714	87215114	401	*	Mrap2	70608	peak.9530
chr9	87255379	87255779	401	*	Cep162	-43	peak.9531
chr9	88298712	88299112	401	*	Tbx18	-567652	peak.9532
chr9	88298712	88299112	401	*	Nt5e	-28285	peak.9532
chr9	88329176	88329576	401	*	Nt5e	2179	peak.9533
chr9	88329176	88329576	401	*	Snx14	109575	peak.9533
chr9	89288047	89288447	401	*	Mthfs	77090	peak.9534
chr9	89288047	89288447	401	*	AF529169	334878	peak.9534
chr9	92554433	92554833	401	*	Plod2	12369	peak.9535
chr9	94702274	94702674	401	*	Slc9a9	32565	peak.9536
chr9	94702274	94702674	401	*	Chst2	704248	peak.9536
chr9	94911680	94912080	401	*	Slc9a9	241971	peak.9537
chr9	94911680	94912080	401	*	Chst2	494842	peak.9537
chr9	95504270	95504670	401	*	Chst2	-97748	peak.9538
chr9	95504270	95504670	401	*	U2surp	7424	peak.9538
chr9	95582574	95582974	401	*	Pcolce2	-54827	peak.9539
chr9	95582574	95582974	401	*	Paqr9	23117	peak.9539
chr9	95603412	95603812	401	*	Pcolce2	-33989	peak.9540
chr9	95603412	95603812	401	*	Paqr9	43955	peak.9540
chr9	96291030	96291430	401	*	Tfdp2	31945	peak.9541
chr9	96291030	96291430	401	*	Atp1b3	73212	peak.9541
chr9	96383668	96384068	401	*	Atp1b3	-19426	peak.9542
chr9	96383668	96384068	401	*	Rnf7	94807	peak.9542
chr9	96388954	96389354	401	*	Atp1b3	-24712	peak.9543
chr9	96388954	96389354	401	*	Rnf7	89521	peak.9543
chr9	96441953	96442353	401	*	Atp1b3	-77711	peak.9544
chr9	96441953	96442353	401	*	Rnf7	36522	peak.9544
chr9	96598928	96599328	401	*	Rnf7	-120453	peak.9545
chr9	96598928	96599328	401	*	Rasa2	32489	peak.9545
chr9	96612601	96613001	401	*	Rnf7	-134126	peak.9546
chr9	96612601	96613001	401	*	Rasa2	18816	peak.9546
chr9	96622196	96622596	401	*	Rnf7	-143721	peak.9547
chr9	96622196	96622596	401	*	Rasa2	9221	peak.9547
chr9	96627580	96627980	401	*	Rnf7	-149105	peak.9548
chr9	96627580	96627980	401	*	Rasa2	3837	peak.9548
chr9	96632791	96633191	401	*	Rasa2	-1374	peak.9549
chr9	96705582	96705982	401	*	Rasa2	-74165	peak.9550
chr9	96705582	96705982	401	*	Zbtb38	47049	peak.9550
chr9	96731980	96732380	401	*	Rasa2	-100563	peak.9551
chr9	96731980	96732380	401	*	Zbtb38	20651	peak.9551
chr9	96962757	96963157	401	*	Pxylp1	-73483	peak.9552
chr9	96962757	96963157	401	*	Spsb4	55886	peak.9552
chr9	97170872	97171272	401	*	Slc25a36	-59915	peak.9553
chr9	97170872	97171272	401	*	Trim42	198886	peak.9553
chr9	99238358	99238758	401	*	Cep70	-4884	peak.9554
chr9	99238358	99238758	401	*	Faiml	-1319	peak.9554
chr9	100019606	100020006	401	*	Sox14	-143636	peak.9555
chr9	100019606	100020006	401	*	Il20rb	466982	peak.9555
chr9	100046346	100046746	401	*	Sox14	-170376	peak.9556
chr9	100046346	100046746	401	*	Il20rb	440242	peak.9556
chr9	100095357	100095757	401	*	Sox14	-219387	peak.9557
chr9	100095357	100095757	401	*	Il20rb	391231	peak.9557
chr9	100582966	100583366	401	*	Stag1	-60282	peak.9558
chr9	100582966	100583366	401	*	Slc35g2	-12076	peak.9558
chr9	100616869	100617269	401	*	Slc35g2	-45979	peak.9559
chr9	100616869	100617269	401	*	Stag1	-26379	peak.9559
chr9	100963701	100964101	401	*	Pccb	70997	peak.9560
chr9	100963701	100964101	401	*	Stag1	320453	peak.9560
chr9	101265716	101266116	401	*	9630041A04Rik	-672565	peak.9561
chr9	101265716	101266116	401	*	Ppp2r3a	-14121	peak.9561
chr9	101613647	101614047	401	*	Ppp2r3a	-362052	peak.9562
chr9	101613647	101614047	401	*	9630041A04Rik	-324634	peak.9562
chr9	101695913	101696313	401	*	Ppp2r3a	-444318	peak.9563
chr9	101695913	101696313	401	*	9630041A04Rik	-242368	peak.9563
chr9	102718870	102719270	401	*	Ryk	-115847	peak.9564
chr9	102718870	102719270	401	*	Amotl2	1402	peak.9564
chr9	102726152	102726552	401	*	Ryk	-108565	peak.9565
chr9	102726152	102726552	401	*	Amotl2	8684	peak.9565
chr9	102840604	102841004	401	*	Slco2a1	-167198	peak.9566
chr9	102840604	102841004	401	*	Ryk	5887	peak.9566
chr9	102894979	102895379	401	*	Slco2a1	-112823	peak.9567
chr9	102894979	102895379	401	*	Ryk	60262	peak.9567
chr9	102990261	102990661	401	*	Slco2a1	-17541	peak.9568
chr9	102990261	102990661	401	*	Ryk	155544	peak.9568
chr9	103074525	103074925	401	*	Rab6b	-37082	peak.9569
chr9	103074525	103074925	401	*	Slco2a1	66723	peak.9569
chr9	103090602	103091002	401	*	Rab6b	-21005	peak.9570
chr9	103090602	103091002	401	*	Slco2a1	82800	peak.9570
chr9	103547260	103547660	401	*	Bfsp2	-67040	peak.9571
chr9	103547260	103547660	401	*	Tmem108	145347	peak.9571
chr9	103551244	103551644	401	*	Bfsp2	-71024	peak.9572
chr9	103551244	103551644	401	*	Tmem108	141363	peak.9572
chr9	103642462	103642862	401	*	Bfsp2	-162242	peak.9573
chr9	103642462	103642862	401	*	Tmem108	50145	peak.9573
chr9	103727047	103727447	401	*	Nphp3	-275299	peak.9574
chr9	103727047	103727447	401	*	Tmem108	-34440	peak.9574
chr9	103748506	103748906	401	*	Nphp3	-253840	peak.9575
chr9	103748506	103748906	401	*	Tmem108	-55899	peak.9575
chr9	103759361	103759761	401	*	Nphp3	-242985	peak.9576
chr9	103759361	103759761	401	*	Tmem108	-66754	peak.9576
chr9	104063159	104063559	401	*	Acad11	-327	peak.9577
chr9	104063159	104063559	401	*	Uba5	-225	peak.9577
chr9	104194454	104194854	401	*	Ackr4	-67721	peak.9578
chr9	104194454	104194854	401	*	Dnajc13	68276	peak.9578
chr9	104630742	104631142	401	*	Mrpl3	-422297	peak.9579
chr9	104630742	104631142	401	*	Cpne4	61459	peak.9579
chr9	104805101	104805501	401	*	Mrpl3	-247938	peak.9580
chr9	104805101	104805501	401	*	Cpne4	235818	peak.9580
chr9	104865102	104865502	401	*	Mrpl3	-187937	peak.9581
chr9	104865102	104865502	401	*	Cpne4	295819	peak.9581
chr9	105311197	105311597	401	*	1700080E11Rik	-166305	peak.9582
chr9	105311197	105311597	401	*	Aste1	-83995	peak.9582
chr9	105363626	105364026	401	*	1700080E11Rik	-218734	peak.9583
chr9	105363626	105364026	401	*	Aste1	-31566	peak.9583
chr9	105470282	105470682	401	*	Nek11	-74958	peak.9584
chr9	105470282	105470682	401	*	Atp2c1	50775	peak.9584
chr9	105472904	105473304	401	*	Nek11	-77580	peak.9585
chr9	105472904	105473304	401	*	Atp2c1	48153	peak.9585
chr9	105681413	105681813	401	*	Pik3r4	38583	peak.9586
chr9	105681413	105681813	401	*	Col6a6	146547	peak.9586
chr9	105900230	105900630	401	*	Col6a6	-72270	peak.9587
chr9	105900230	105900630	401	*	Col6a5	60213	peak.9587
chr9	106159854	106160254	401	*	Glyctk	-1936	peak.9588
chr9	106280806	106281206	401	*	Poc1a	-55	peak.9589
chr9	106287085	106287485	401	*	Dusp7	-81347	peak.9590
chr9	106287085	106287485	401	*	Poc1a	6224	peak.9590
chr9	106314193	106314593	401	*	Dusp7	-54239	peak.9591
chr9	106314193	106314593	401	*	Poc1a	33332	peak.9591
chr9	106345155	106345555	401	*	Dusp7	-23277	peak.9592
chr9	106345155	106345555	401	*	Poc1a	64294	peak.9592
chr9	106367698	106368098	401	*	Dusp7	-734	peak.9593
chr9	106381689	106382089	401	*	Rpl29	-47565	peak.9594
chr9	106381689	106382089	401	*	Dusp7	13257	peak.9594
chr9	106438262	106438662	401	*	Acy1	-143	peak.9595
chr9	106456699	106457099	401	*	Pcbp4	3057	peak.9596
chr9	106456699	106457099	401	*	Gpr62	9039	peak.9596
chr9	106458545	106458945	401	*	Pcbp4	4903	peak.9597
chr9	106458545	106458945	401	*	Gpr62	7193	peak.9597
chr9	106476984	106477384	401	*	Parp3	-515	peak.9598
chr9	106476984	106477384	401	*	Rrp9	-85	peak.9598
chr9	106689360	106689760	401	*	Tex264	-3737	peak.9599
chr9	106821592	106821992	401	*	Vprbp	-82	peak.9600
chr9	107296110	107296510	401	*	Cish	284	peak.9601
chr9	107329366	107329766	401	*	Hemk1	8784	peak.9602
chr9	107329366	107329766	401	*	Cish	33540	peak.9602
chr9	107340521	107340921	401	*	Hemk1	-2371	peak.9603
chr9	107340521	107340921	401	*	6430571L13Rik	119	peak.9603
chr9	107347504	107347904	401	*	Cacna2d2	-51908	peak.9604
chr9	107347504	107347904	401	*	6430571L13Rik	7102	peak.9604
chr9	107382496	107382896	401	*	Cacna2d2	-16916	peak.9605
chr9	107382496	107382896	401	*	6430571L13Rik	42094	peak.9605
chr9	107581096	107581496	401	*	Hyal3	0	peak.9606
chr9	107587397	107587797	401	*	Ifrd2	-45	peak.9607
chr9	107657130	107657530	401	*	Gnai2	-21963	peak.9608
chr9	107657130	107657530	401	*	Slc38a3	2198	peak.9608
chr9	107668012	107668412	401	*	Slc38a3	-8684	peak.9609
chr9	107668012	107668412	401	*	Gnat1	11500	peak.9609
chr9	107670275	107670675	401	*	Slc38a3	-10947	peak.9610
chr9	107670275	107670675	401	*	Gnat1	9237	peak.9610
chr9	107675618	107676018	401	*	Slc38a3	-16290	peak.9611
chr9	107675618	107676018	401	*	Gnat1	3894	peak.9611
chr9	107678274	107678674	401	*	Slc38a3	-18946	peak.9612
chr9	107678274	107678674	401	*	Gnat1	1238	peak.9612
chr9	107679531	107679931	401	*	Gnat1	-19	peak.9613
chr9	107723775	107724175	401	*	Sema3f	-18419	peak.9614
chr9	107723775	107724175	401	*	Rbm5	47021	peak.9614
chr9	107729265	107729665	401	*	Sema3f	-23909	peak.9615
chr9	107729265	107729665	401	*	Rbm5	41531	peak.9615
chr9	107749941	107750341	401	*	Sema3f	-44585	peak.9616
chr9	107749941	107750341	401	*	Rbm5	20855	peak.9616
chr9	107754502	107754902	401	*	Sema3f	-49146	peak.9617
chr9	107754502	107754902	401	*	Rbm5	16294	peak.9617
chr9	107872655	107873055	401	*	Rbm6	-34	peak.9618
chr9	108000482	108000882	401	*	Ip6k1	-1819	peak.9619
chr9	108073148	108073548	401	*	Rnf123	5953	peak.9620
chr9	108073148	108073548	401	*	Amigo3	20189	peak.9620
chr9	108094354	108094754	401	*	Apeh	52	peak.9621
chr9	108095443	108095843	401	*	Apeh	-1037	peak.9622
chr9	108284427	108284827	401	*	Dag1	-20669	peak.9623
chr9	108284427	108284827	401	*	Nicn1	-5802	peak.9623
chr9	108290127	108290527	401	*	Nicn1	-102	peak.9624
chr9	108305883	108306283	401	*	Tcta	-93	peak.9625
chr9	108305883	108306283	401	*	Rhoa	-46	peak.9625
chr9	108362960	108363360	401	*	Usp4	15307	peak.9626
chr9	108362960	108363360	401	*	Ccdc36	65324	peak.9626
chr9	108449847	108450247	401	*	Ccdc71	-10480	peak.9627
chr9	108449847	108450247	401	*	BC048562	13565	peak.9627
chr9	108451789	108452189	401	*	Ccdc71	-8538	peak.9628
chr9	108451789	108452189	401	*	BC048562	15507	peak.9628
chr9	108567913	108568313	401	*	Dalrd3	-1773	peak.9629
chr9	108567913	108568313	401	*	Ndufaf3	-679	peak.9629
chr9	108576907	108577307	401	*	Wdr6	1632	peak.9630
chr9	108576907	108577307	401	*	Dalrd3	7221	peak.9630
chr9	108578586	108578986	401	*	Wdr6	-47	peak.9631
chr9	108586461	108586861	401	*	Wdr6	-7922	peak.9632
chr9	108586461	108586861	401	*	P4htm	11006	peak.9632
chr9	108587541	108587941	401	*	Wdr6	-9002	peak.9633
chr9	108587541	108587941	401	*	P4htm	9926	peak.9633
chr9	108795249	108795649	401	*	Ip6k2	-545	peak.9634
chr9	108934397	108934797	401	*	Uqcrc1	-2036	peak.9635
chr9	108991553	108991953	401	*	Pfkfb4	-25	peak.9636
chr9	109740734	109741134	401	*	Fbxw18	-38234	peak.9637
chr9	109740734	109741134	401	*	Fbxw26	5155	peak.9637
chr9	109795240	109795640	401	*	Fbxw27	-4790	peak.9638
chr9	109994929	109995329	401	*	Map4	63669	peak.9639
chr9	109994929	109995329	401	*	Dhx30	105958	peak.9639
chr9	110020413	110020813	401	*	Dhx30	80474	peak.9640
chr9	110020413	110020813	401	*	Map4	89153	peak.9640
chr9	110062351	110062751	401	*	Dhx30	38536	peak.9641
chr9	110062351	110062751	401	*	Map4	131091	peak.9641
chr9	110139187	110139587	401	*	Cspg5	-104396	peak.9642
chr9	110139187	110139587	401	*	Smarcc1	7407	peak.9642
chr9	110310999	110311399	401	*	Scap	-22157	peak.9643
chr9	110310999	110311399	401	*	Elp6	6026	peak.9643
chr9	110340437	110340837	401	*	Scap	7281	peak.9644
chr9	110340437	110340837	401	*	Ptpn23	67576	peak.9644
chr9	110341764	110342164	401	*	Scap	8608	peak.9645
chr9	110341764	110342164	401	*	Ptpn23	66249	peak.9645
chr9	110408208	110408608	401	*	Ptpn23	-195	peak.9646
chr9	110458027	110458427	401	*	Klhl18	18467	peak.9647
chr9	110458027	110458427	401	*	Ngp	38480	peak.9647
chr9	110462310	110462710	401	*	Klhl18	14184	peak.9648
chr9	110462310	110462710	401	*	Ngp	42763	peak.9648
chr9	110469086	110469486	401	*	Klhl18	7408	peak.9649
chr9	110469086	110469486	401	*	Ngp	49539	peak.9649
chr9	110474654	110475054	401	*	Kif9	-2140	peak.9650
chr9	110474654	110475054	401	*	Klhl18	1840	peak.9650
chr9	110476584	110476984	401	*	Kif9	-210	peak.9651
chr9	110476584	110476984	401	*	Klhl18	-90	peak.9651
chr9	110654121	110654521	401	*	Ccdc12	-2182	peak.9652
chr9	110654121	110654521	401	*	Nbeal2	-160	peak.9652
chr9	110656394	110656794	401	*	Nbeal2	-2433	peak.9653
chr9	110656394	110656794	401	*	Ccdc12	91	peak.9653
chr9	110674754	110675154	401	*	Ccdc12	18451	peak.9654
chr9	110674754	110675154	401	*	Pth1r	67765	peak.9654
chr9	110711996	110712396	401	*	Pth1r	30523	peak.9655
chr9	110711996	110712396	401	*	Ccdc12	55693	peak.9655
chr9	111271488	111271888	401	*	Epm2aip1	-257	peak.9656
chr9	111271488	111271888	401	*	Mlh1	103	peak.9656
chr9	111824543	111824943	401	*	Stac	-134395	peak.9657
chr9	111824543	111824943	401	*	Arpp21	363023	peak.9657
chr9	112212694	112213094	401	*	Arpp21	-25128	peak.9658
chr9	112223909	112224309	401	*	Arpp21	-36343	peak.9659
chr9	113061459	113061859	401	*	Arpp21	-873893	peak.9660
chr9	113061459	113061859	401	*	Pdcd6ip	646585	peak.9660
chr9	113792550	113792950	401	*	Pdcd6ip	-84506	peak.9661
chr9	113792550	113792950	401	*	Clasp2	-19848	peak.9661
chr9	113930603	113931003	401	*	Ubp1	-131	peak.9662
chr9	114584499	114584899	401	*	Trim71	-20330	peak.9663
chr9	114584499	114584899	401	*	Cnot10	55375	peak.9663
chr9	114601009	114601409	401	*	Trim71	-36840	peak.9664
chr9	114601009	114601409	401	*	Cnot10	38865	peak.9664
chr9	114640043	114640443	401	*	Cnot10	-169	peak.9665
chr9	114662010	114662410	401	*	Dync1li1	-26580	peak.9666
chr9	114662010	114662410	401	*	Cnot10	-22136	peak.9666
chr9	114672896	114673296	401	*	Cnot10	-33022	peak.9667
chr9	114672896	114673296	401	*	Dync1li1	-15694	peak.9667
chr9	114696882	114697282	401	*	Cmtm6	-34091	peak.9668
chr9	114696882	114697282	401	*	Dync1li1	8292	peak.9668
chr9	114928892	114929292	401	*	Cmtm8	-84940	peak.9669
chr9	114928892	114929292	401	*	Gpd1l	4895	peak.9669
chr9	115086951	115087351	401	*	Osbpl10	19872	peak.9670
chr9	115086951	115087351	401	*	Stt3b	223270	peak.9670
chr9	115563043	115563443	401	*	Gadl1	-346212	peak.9671
chr9	115563043	115563443	401	*	Stt3b	-252822	peak.9671
chr9	115605010	115605410	401	*	Gadl1	-304245	peak.9672
chr9	115605010	115605410	401	*	Stt3b	-294789	peak.9672
chr9	115779685	115780085	401	*	Stt3b	-469464	peak.9673
chr9	115779685	115780085	401	*	Gadl1	-129570	peak.9673
chr9	115937523	115937923	401	*	Gadl1	28268	peak.9674
chr9	115937523	115937923	401	*	Tgfbr2	237542	peak.9674
chr9	118053223	118053623	401	*	Azi2	12924	peak.9675
chr9	118053223	118053623	401	*	Cmc1	96754	peak.9675
chr9	118318644	118319044	401	*	Cmc1	-168667	peak.9676
chr9	118318644	118319044	401	*	Eomes	-159500	peak.9676
chr9	119087938	119088338	401	*	Plcd1	5364	peak.9677
chr9	119087938	119088338	401	*	Vill	35360	peak.9677
chr9	119309530	119309930	401	*	Slc22a13	-100632	peak.9678
chr9	119309530	119309930	401	*	Oxsr1	12697	peak.9678
chr9	119314023	119314423	401	*	Slc22a13	-105125	peak.9679
chr9	119314023	119314423	401	*	Oxsr1	8204	peak.9679
chr9	119322619	119323019	401	*	Oxsr1	-392	peak.9680
chr9	119340979	119341379	401	*	Myd88	-1138	peak.9681
chr9	119340979	119341379	401	*	Acaa1a	-115	peak.9681
chr9	119403255	119403655	401	*	Exog	-41449	peak.9682
chr9	119403255	119403655	401	*	Acvr2b	1337	peak.9682
chr9	119423644	119424044	401	*	Exog	-21060	peak.9683
chr9	119423644	119424044	401	*	Acvr2b	21726	peak.9683
chr9	119438494	119438894	401	*	Exog	-6210	peak.9684
chr9	119438494	119438894	401	*	Acvr2b	36576	peak.9684
chr9	119470529	119470929	401	*	Exog	25825	peak.9685
chr9	119470529	119470929	401	*	Scn5a	108287	peak.9685
chr9	120157724	120158124	401	*	Myrip	-146012	peak.9686
chr9	120157724	120158124	401	*	Mobp	8217	peak.9686
chr9	120409606	120410006	401	*	Eif1b	-82685	peak.9687
chr9	120409606	120410006	401	*	Myrip	105870	peak.9687
chr9	120619562	120619962	401	*	Ctnnb1	-313638	peak.9688
chr9	120619562	120619962	401	*	Rpl14	48318	peak.9688
chr9	121277439	121277839	401	*	Ulk4	-442	peak.9689
chr9	121392399	121392799	401	*	Trak1	25583	peak.9690
chr9	121392399	121392799	401	*	Cck	102241	peak.9690
chr9	121430646	121431046	401	*	Trak1	63830	peak.9691
chr9	121430646	121431046	401	*	Cck	63994	peak.9691
chr9	121690323	121690723	401	*	Sec22c	14436	peak.9692
chr9	121690323	121690723	401	*	Vipr1	47807	peak.9692
chr9	121694695	121695095	401	*	Sec22c	10064	peak.9693
chr9	121694695	121695095	401	*	Vipr1	52179	peak.9693
chr9	121703636	121704036	401	*	Sec22c	1123	peak.9694
chr9	121703636	121704036	401	*	Vipr1	61120	peak.9694
chr9	121710123	121710523	401	*	Ss18l2	-6	peak.9695
chr9	121730510	121730910	401	*	Zfp651	-29323	peak.9696
chr9	121730510	121730910	401	*	Nktr	11534	peak.9696
chr9	121741871	121742271	401	*	Zfp651	-17962	peak.9697
chr9	121741871	121742271	401	*	Nktr	22895	peak.9697
chr9	121975977	121976377	401	*	Pomgnt2	19832	peak.9698
chr9	121975977	121976377	401	*	Fam198a	25189	peak.9698
chr9	122048191	122048591	401	*	Snrk	-68909	peak.9699
chr9	122048191	122048591	401	*	Pomgnt2	-52382	peak.9699
